,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Year,AvgCPIUSD,Budget2017,Gross2017,Gross-Budget2017,Action,ActionAdventure,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Romance,Sci-Fi,Sport,Thriller,War,Western
2868,Color,Greg Mottola,342.0,109.0,99,57.0,Nelson Ascencio,176.0,37371385,"Adventure, Comedy, Sci-Fi",Bobby Lee,Paul ,192462,390,Jeremy Owen,0.0,"alien ,geek ,nerd ,road trip ,ufo",http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1,334,English,USA,R,40000000,2011,61.0,7.0,2.35,42000,2011,224.94,43250644.62,40408412.29,-2842232.33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2869,Color,Steve McQueen,486.0,101.0,0,726.0,Nicole Beharie,13000.0,4000304,Drama,Michael Fassbender,Shame ,145395,15230,James Badge Dale,0.0,"female frontal nudity ,female nudity ,male nudity ,sex addict ,sex addiction",http://www.imdb.com/title/tt1723811/?ref_=fn_tt_tt_1,375,English,UK,NC-17,6500000,2011,898.0,7.3,2.35,23000,2011,224.94,7028229.75,4325393.166999999,-2702836.584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2870,Color,Andrew Niccol,360.0,109.0,487,3000.0,Olivia Wilde,20000.0,37553932,"Action, Sci-Fi, Thriller",Matt Bomer,In Time ,304318,34011,Justin Timberlake,2.0,"currency ,future ,murder ,on the run ,time",http://www.imdb.com/title/tt1637688/?ref_=fn_tt_tt_1,463,English,USA,PG-13,40000000,2011,10000.0,6.7,2.35,52000,2011,224.94,43250644.62,40605794.17,-2644850.444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2871,Color,Jason Eisener,272.0,86.0,59,104.0,Robb Wells,694.0,703002,"Action, Comedy, Thriller",Gregory Smith,Hobo with a Shotgun ,37495,1249,Molly Dunsworth,4.0,"hobo ,pedophile ,rampage ,shotgun ,vigilante",http://www.imdb.com/title/tt1640459/?ref_=fn_tt_tt_1,230,English,Canada,Not Rated,3000000,2011,324.0,6.1,2.35,37000,2011,224.94,3243798.3460000004,760132.2417,-2483666.105,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2872,Color,Carmen Marron,8.0,105.0,29,76.0,Aimee Garcia,847.0,178739,"Drama, Musical",Jossara Jinaro,Go for It! ,1015,1668,Rene Rosado,0.0,"exclamation point in title ,imperative in title ,punctuation in title ,three word title",http://www.imdb.com/title/tt1307926/?ref_=fn_tt_tt_1,10,English,USA,PG-13,2450000,2011,618.0,3.9,1.85,566,2011,224.94,2649101.983,193264.4242,-2455837.559,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2873,Color,Wes Craven,420.0,111.0,0,687.0,Aimee Teegarden,2000.0,38176892,"Horror, Mystery",Alison Brie,Scream 4 ,104119,4486,Shenae Grimes-Beech,0.0,"author ,book ,deputy ,murder ,sheriff",http://www.imdb.com/title/tt1262416/?ref_=fn_tt_tt_1,518,English,USA,R,40000000,2011,741.0,6.2,2.35,26000,2011,224.94,43250644.62,41279379.71,-1971264.905,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2874,Color,Garry Marshall,200.0,113.0,0,307.0,Common,22000.0,54540525,"Comedy, Romance",Robert De Niro,New Year's Eve ,66579,23456,Seth Meyers,15.0,"expecting ,kiss ,new year ,new year's eve ,singer",http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1,134,English,USA,PG-13,56000000,2011,988.0,5.7,1.85,20000,2011,224.94,60550902.46,58972821.6,-1578080.864,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2875,Color,Lone Scherfig,221.0,107.0,92,358.0,Jim Sturgess,11000.0,13766014,"Drama, Romance",Anne Hathaway,One Day ,106111,17627,Rafe Spall,0.0,"23 year time span ,accidental death ,best friend ,loss of loved one ,male female friendship",http://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1,181,English,USA,PG-13,15000000,2011,5000.0,7.0,2.35,49000,2011,224.94,16218991.73,14884724.48,-1334267.249,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2876,Color,L?a Pool,23.0,97.0,4,,,,24784,Documentary,,"Pink Ribbons, Inc. ",591,0,,0.0,"breast cancer ,comma in title ,period in title ,punctuation in title ,three word title",http://www.imdb.com/title/tt2035599/?ref_=fn_tt_tt_1,10,English,Canada,Not Rated,1200000,2011,,7.4,,5000,2011,224.94,1297519.338,26798.0994,-1270721.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,Color,Kat Coiro,18.0,100.0,28,501.0,Geoff Stults,945.0,20186,Comedy,Justin Kirk,L!fe Happens ,6025,2924,Kristen Johnston,8.0,"friendship ,los angeles california ,one night stand ,roommate ,single mother",http://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,15,English,USA,R,930000,2011,756.0,5.7,2.35,995,2011,224.94,1005577.4870000001,21826.43781,-983751.0495,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2878,Color,Morgan Spurlock,130.0,90.0,293,808.0,J.J. Abrams,16000.0,638476,"Comedy, Documentary",Quentin Tarantino,The Greatest Movie Ever Sold ,13223,32405,Donald Trump,1.0,"advertising ,movie in title ,product placement",http://www.imdb.com/title/tt1743720/?ref_=fn_tt_tt_1,45,English,USA,PG-13,1500000,2011,14000.0,6.6,,0,2011,224.94,1621899.1730000002,690362.4643,-931536.7088,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2879,Color,Ti West,292.0,101.0,243,74.0,Jake Ryan,969.0,77501,Horror,Lena Dunham,The Innkeepers ,27260,1252,Pat Healy,0.0,"bathtub ,dead body in a bathtub ,dead body in bathtub ,hotel ,inn",http://www.imdb.com/title/tt1594562/?ref_=fn_tt_tt_1,247,English,USA,R,750000,2011,128.0,5.5,2.35,0,2011,224.94,810949.5866,83799.20521,-727150.3813,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2880,Color,John Michael McDonagh,261.0,96.0,51,28.0,Fionnula Flanagan,3000.0,5359774,"Comedy, Crime, Thriller",Don Cheadle,The Guard ,64794,3569,Wale Ojo,0.0,"boat on fire ,drug smuggling ,fbi ,fbi agent ,small town",http://www.imdb.com/title/tt1540133/?ref_=fn_tt_tt_1,131,English,Ireland,R,6000000,2011,482.0,7.3,2.35,17000,2011,224.94,6487596.692000001,5795342.012,-692254.68,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2881,Color,U. Roberto Romano,3.0,80.0,6,,,,2245,Documentary,,The Harvest/La Cosecha ,57,0,,0.0,"child labor ,education ,hispanic ,labor ,migration",http://www.imdb.com/title/tt1981703/?ref_=fn_tt_tt_1,2,English,USA,,560000,2011,,7.2,,88,2011,224.94,605509.0246,2427.4424289999997,-603081.5822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882,Color,Ben Wheatley,255.0,95.0,214,246.0,Ben Crompton,513.0,26297,"Crime, Horror, Thriller",MyAnna Buring,Kill List ,25750,1269,Neil Maskell,0.0,"female full frontal nudity ,hitman ,knee breaking ,male full frontal nudity ,sniper",http://www.imdb.com/title/tt1788391/?ref_=fn_tt_tt_1,209,English,UK,Not Rated,500000,2011,257.0,6.3,2.35,0,2011,224.94,540633.0577,28434.05504,-512199.0027,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2883,Color,Brandon Trost,66.0,82.0,32,128.0,Sean Whalen,968.0,40557,Comedy,Clifton Collins Jr.,The FP ,1389,2046,James DeBello,0.0,"abbreviation in title ,based on short film ,competition dancing ,dystopia ,location in title",http://www.imdb.com/title/tt1296373/?ref_=fn_tt_tt_1,22,English,USA,R,60000,2011,407.0,5.6,2.35,0,2011,224.94,64875.966920000006,43852.90984,-21023.057080000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,Color,Edward Burns,14.0,95.0,0,133.0,Caitlin FitzGerald,296.0,4584,"Comedy, Drama",Kerry Bish?,Newlyweds ,1338,690,Daniella Pineda,1.0,written and directed by cast member,http://www.imdb.com/title/tt1880418/?ref_=fn_tt_tt_1,14,English,USA,Not Rated,9000,2011,205.0,6.4,,413,2011,224.94,9731.395039,4956.523873,-4774.871166,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2885,Color,Andrew Haigh,143.0,97.0,131,67.0,Chris New,507.0,469947,"Drama, Romance",Tom Cullen,Weekend ,19846,654,Vauxhall Jermaine,0.0,"coming out ,fellatio ,male in bathtub ,male nudity ,nudity",http://www.imdb.com/title/tt1714210/?ref_=fn_tt_tt_1,68,English,UK,Not Rated,120000,2011,75.0,7.7,1.85,0,2011,224.94,129751.9338,508137.7671,378385.8333,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2886,Color,Frank Coraci,178.0,102.0,153,269.0,Leslie Bibb,3000.0,80360866,"Comedy, Family, Romance",Rosario Dawson,Zookeeper ,44662,5392,Nicholas Turturro,1.0,"champagne bottle ,coca cola ,jewelry box ,red bull ,zoo",http://www.imdb.com/title/tt1222817/?ref_=fn_tt_tt_1,127,English,USA,PG,80000000,2011,1000.0,5.2,2.35,0,2011,224.94,86501289.23,86891481.41,390192.17799999996,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2887,Color,Joseph Dorman,29.0,93.0,0,59.0,Peter Riegert,399.0,906666,Documentary,Rachel Dratch,Sholem Aleichem: Laughing in the Darkness ,154,660,Jason Kravits,1.0,jewish identity,http://www.imdb.com/title/tt1976608/?ref_=fn_tt_tt_1,5,English,USA,Unrated,500000,2011,169.0,6.8,16.0,287,2011,224.94,540633.0577,980347.2238,439714.1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888,Color,Mike Cahill,242.0,92.0,135,259.0,William Mapother,574.0,1316074,"Drama, Romance, Sci-Fi",Robin Lord Taylor,Another Earth ,71387,1303,Flint Beverage,1.0,"duplicate earth ,janitor ,planet ,solar system ,synchronicity",http://www.imdb.com/title/tt1549572/?ref_=fn_tt_tt_1,228,English,USA,PG-13,100000,2011,399.0,7.0,1.85,21000,2011,224.94,108126.6115,1423026.2219999998,1314899.61,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2889,Color,Lynn Shelton,171.0,90.0,100,9.0,Mike Birbiglia,830.0,1573712,"Comedy, Drama",Mark Duplass,Your Sister's Sister ,21618,973,Mel Eslyn,2.0,"drunken sex ,mashed potatoes ,pancakes ,tequila ,title directed by female",http://www.imdb.com/title/tt1742336/?ref_=fn_tt_tt_1,62,English,USA,R,125000,2011,128.0,6.7,,3000,2011,224.94,135158.2644,1701601.461,1566443.197,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2890,Color,J.C. Chandor,290.0,107.0,78,969.0,Demi Moore,18000.0,5354039,"Biography, Drama, Thriller",Kevin Spacey,Margin Call ,92599,22834,Ashley Williams,8.0,"capital management ,financial crisis ,financial disaster ,investment fraud ,management",http://www.imdb.com/title/tt1615147/?ref_=fn_tt_tt_1,225,English,USA,R,3500000,2011,2000.0,7.1,1.85,21000,2011,224.94,3784431.4039999996,5789140.951,2004709.5469999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2891,Color,Joe Nussbaum,83.0,104.0,18,741.0,Thomas McDonell,1000.0,10106233,"Comedy, Drama",Cameron Monaghan,Prom ,12702,5190,Aimee Teegarden,0.0,"decoration ,father daughter relationship ,high school ,prom ,teenager",http://www.imdb.com/title/tt1604171/?ref_=fn_tt_tt_1,32,English,USA,PG,8000000,2011,962.0,5.4,1.85,0,2011,224.94,8650128.923,10927527.3,2277398.374,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2892,Color,Clint Eastwood,392.0,137.0,16000,363.0,Naomi Watts,29000.0,37304950,"Biography, Crime, Drama",Leonardo DiCaprio,J. Edgar ,102728,36258,Kaitlyn Dever,0.0,"agent ,fbi ,federal bureau of investigation ,gay relationship ,secret",http://www.imdb.com/title/tt1616195/?ref_=fn_tt_tt_1,279,English,USA,R,35000000,2011,6000.0,6.6,2.35,16000,2011,224.94,37844314.04,40336578.37,2492264.333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2893,Color,Steven Quale,277.0,92.0,77,495.0,Jacqueline MacInnes Wood,703.0,42575718,Horror,Emma Bell,Final Destination 5 ,83788,3074,Courtney B. Vance,0.0,"blood splatter ,death ,eyeball run over by car ,latex gloves ,suspension bridge",http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1,227,English,USA,R,40000000,2011,682.0,5.9,2.35,20000,2011,224.94,43250644.62,46035681.21,2785036.5960000004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2894,Color,Kevin Tancharoen,67.0,84.0,64,748.0,Heather Morris,2000.0,11860839,"Documentary, Music",Lea Michele,Glee: The 3D Concert Movie ,5156,4617,Kevin McHale,0.0,"concert ,live in concert recording ,live performance",http://www.imdb.com/title/tt1922612/?ref_=fn_tt_tt_1,21,English,USA,PG,9000000,2011,892.0,5.4,1.85,0,2011,224.94,9731395.038999999,12824723.31,3093328.272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2895,Color,Brett Ratner,236.0,104.0,420,535.0,Gabourey Sidibe,2000.0,78009155,"Action, Comedy, Crime",Matthew Broderick,Tower Heist ,110073,3768,Judd Hirsch,5.0,"apartment ,fbi ,fraud ,heist ,manager",http://www.imdb.com/title/tt0471042/?ref_=fn_tt_tt_1,194,English,USA,PG-13,75000000,2011,906.0,6.2,2.35,0,2011,224.94,81094958.66,84348655.99,3253697.338,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2896,Color,Drake Doremus,206.0,90.0,52,224.0,Charlie Bewley,34000.0,3388210,"Drama, Romance",Jennifer Lawrence,Like Crazy ,46813,34983,Finola Hughes,1.0,"girlfriend ,immigration ,long distance relationship ,parents ,student visa",http://www.imdb.com/title/tt1758692/?ref_=fn_tt_tt_1,150,English,USA,PG-13,250000,2011,487.0,6.7,1.78,12000,2011,224.94,270316.5289,3663556.665,3393240.1360000004,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2897,Color,Thomas Bezucha,94.0,109.0,15,350.0,Luke Bracey,3000.0,23179303,"Adventure, Comedy, Family, Romance",Leighton Meester,Monte Carlo ,32951,4257,Brett Cullen,3.0,"cell phone ,hotel ,misunderstanding ,monte carlo ,young woman",http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1,44,English,Hungary,PG,20000000,2011,775.0,5.8,1.85,6000,2011,224.94,21625322.31,25062994.91,3437672.605,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2898,Color,Luke Greenfield,128.0,112.0,42,196.0,Steve Howey,969.0,39026186,"Comedy, Drama, Romance",Ashley Williams,Something Borrowed ,48019,2371,Kirsten Day,4.0,"best friend ,crush ,law school ,lawyer ,loud sex",http://www.imdb.com/title/tt0491152/?ref_=fn_tt_tt_1,153,English,USA,PG-13,35000000,2011,826.0,5.9,1.85,13000,2011,224.94,37844314.04,42197692.54,4353378.496,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2899,Color,Tomas Alfredson,466.0,127.0,140,10000.0,Colin Firth,19000.0,24104113,"Drama, Mystery, Thriller",Benedict Cumberbatch,Tinker Tailor Soldier Spy ,149066,46241,Gary Oldman,1.0,"cold war ,hungary ,mole ,spy ,woman on top",http://www.imdb.com/title/tt1340800/?ref_=fn_tt_tt_1,517,English,France,R,20000000,2011,14000.0,7.1,2.35,24000,2011,224.94,21625322.31,26062960.63,4437638.321,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2900,Color,Richard Linklater,231.0,99.0,0,84.0,Brandon Smith,11000.0,9203192,"Comedy, Crime, Drama",Matthew McConaughey,Bernie ,45396,11328,Rick Dial,1.0,"funeral ,stockbroker ,texas ,vacation ,widow",http://www.imdb.com/title/tt1704573/?ref_=fn_tt_tt_1,136,English,USA,PG-13,5000000,2011,106.0,6.8,1.85,15000,2011,224.94,5406330.5770000005,9951099.662999999,4544769.086,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2901,Color,Jason Reitman,325.0,94.0,655,390.0,Patton Oswalt,9000.0,16300302,"Comedy, Drama",Charlize Theron,Young Adult ,64682,10575,Collette Wolfe,1.0,"car damage ,computer printer ,female band ,fingernail polish ,narcissism",http://www.imdb.com/title/tt1625346/?ref_=fn_tt_tt_1,203,English,USA,R,12000000,2011,786.0,6.3,1.85,0,2011,224.94,12975193.38,17624964.22,4649770.839,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2902,Color,Tom Hanks,218.0,98.0,15000,392.0,Rob Riggle,15000.0,35565975,"Comedy, Drama, Romance",Tom Hanks,Larry Crowne ,49205,16827,Randall Park,0.0,"bus stop ,college ,community college ,scooter ,speech class",http://www.imdb.com/title/tt1583420/?ref_=fn_tt_tt_1,184,English,USA,PG-13,30000000,2011,839.0,6.1,2.35,0,2011,224.94,32437983.46,38456283.63,6018300.167,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2903,Color,John Whitesell,88.0,113.0,14,534.0,Tony Curran,918.0,37911876,"Action, Comedy, Crime",Brandon T. Jackson,"Big Mommas: Like Father, Like Son ",19671,3500,Portia Doubleday,2.0,"fbi agent ,murder ,performing arts school ,scene during end credits ,undercover",http://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1,47,English,USA,PG-13,32000000,2011,845.0,4.4,2.35,0,2011,224.94,34600515.69,40992826.89,6392311.197000001,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2904,Color,Simon Curtis,386.0,99.0,64,918.0,Toby Jones,13000.0,14597405,"Biography, Drama",Eddie Redmayne,My Week with Marilyn ,71679,17204,Julia Ormond,1.0,"actress ,assistant director ,blonde bombshell ,movie star ,wardrobe",http://www.imdb.com/title/tt1655420/?ref_=fn_tt_tt_1,216,English,UK,R,6400000,2011,2000.0,7.0,2.35,17000,2011,224.94,6920103.1389999995,15783679.4,8863576.261,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2905,Color,Tarsem Singh,284.0,110.0,763,222.0,Daniel Sharman,15000.0,83503161,"Action, Drama, Fantasy, Romance",Henry Cavill,Immortals ,138190,16691,Steve Byers,1.0,"burned alive ,castration ,olympus ,torture ,torture device",http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1,405,English,USA,R,75000000,2011,1000.0,6.1,1.85,30000,2011,224.94,81094958.66,90289138.52,9194179.863,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2906,Color,Bobby Farrelly,237.0,111.0,101,681.0,Larry Joe Campbell,966.0,45045037,"Comedy, Romance",Jenna Fischer,Hall Pass ,103230,3393,Stephen Merchant,3.0,"drugged food ,female frontal nudity ,male frontal nudity ,male nudity ,marriage",http://www.imdb.com/title/tt0480687/?ref_=fn_tt_tt_1,143,English,USA,R,36000000,2011,919.0,5.9,2.35,10000,2011,224.94,38925580.15,48705672.18,9780092.021,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2907,Color,Ruben Fleischer,220.0,83.0,181,459.0,Dilshad Vadsaria,731.0,37053924,"Action, Comedy, Crime",Bianca Kajlich,30 Minutes or Less ,77935,1987,Fred Ward,3.0,"bank heist ,bank robbery ,heist gone wrong ,pizza delivery boy ,unlikely criminal",http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1,122,English,Germany,R,28000000,2011,579.0,6.1,2.35,0,2011,224.94,30275451.23,40065152.46,9789701.233,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,Color,Joe Wright,417.0,111.0,456,21.0,Vicky Krieps,157.0,40247512,"Action, Drama, Thriller",Jessica Barden,Hanna ,159198,257,John Macmillan,0.0,"assassin ,female warrior ,martial arts ,playground ,training",http://www.imdb.com/title/tt0993842/?ref_=fn_tt_tt_1,438,English,USA,PG-13,30000000,2011,33.0,6.8,2.35,38000,2011,224.94,32437983.46,43518270.96,11080287.49,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2909,Color,Chris Kentis,218.0,86.0,9,32.0,Julia Taylor Ross,120.0,12555230,"Drama, Horror, Mystery, Thriller",Eric Sheffer Stevens,Silent House ,18566,218,Adam Trese,0.0,"bound and gagged ,girl ,haunted house ,hearing noises ,uninterrupted shot",http://www.imdb.com/title/tt1767382/?ref_=fn_tt_tt_1,154,English,France,R,2000000,2011,44.0,5.3,1.85,0,2011,224.94,2162532.231,13575544.77,11413012.54,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2910,Color,Daniel Barnz,148.0,86.0,33,583.0,Mary-Kate Olsen,15000.0,27854896,"Drama, Fantasy, Romance",Alex Pettyfer,Beastly ,64190,17396,Erik Knudsen,1.0,"love ,maid ,newscaster ,student ,tutor",http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,129,English,USA,PG-13,17000000,2011,976.0,5.6,2.35,16000,2011,224.94,18381523.96,30118555.19,11737031.23,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2911,Color,Robert Rodriguez,76.0,89.0,0,640.0,Joel McHale,2000.0,38536376,"Action, Adventure, Comedy, Family, Sci-Fi",Alexa PenaVega,Spy Kids: All the Time in the World in 4D ,15866,4311,Daryl Sabara,5.0,"2010s ,3 dimensional ,breath holding contest ,child spy ,spy",http://www.imdb.com/title/tt1517489/?ref_=fn_tt_tt_1,83,English,USA,PG,27000000,2011,734.0,3.6,1.85,0,2011,224.94,29194185.12,41668077.58,12473892.46,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2912,Color,George Nolfi,413.0,106.0,53,593.0,Michael Kelly,13000.0,62453315,"Romance, Sci-Fi, Thriller",Matt Damon,The Adjustment Bureau ,200035,14607,Jon Stewart,2.0,"love at first sight ,obscene finger gesture ,rain ,teleportation ,three word title",http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,407,English,USA,PG-13,50200000,2011,963.0,7.1,1.85,36000,2011,224.94,54279558.99,67528653.3,13249094.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2913,Color,David Fincher,517.0,158.0,21000,585.0,Goran Visnjic,18000.0,102515793,"Crime, Drama, Mystery, Thriller",Robin Wright,The Girl with the Dragon Tattoo ,330152,20388,Joely Richardson,1.0,"computer hacker ,hacker ,investigation ,journalist ,punk",http://www.imdb.com/title/tt1568346/?ref_=fn_tt_tt_1,632,English,USA,R,90000000,2011,1000.0,7.8,2.35,54000,2011,224.94,97313950.39,110846853.3,13532902.88,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2914,Color,Gonzalo L?_pez-Gallego,228.0,86.0,17,205.0,Ryan Robbins,520.0,17683670,"Horror, Mystery, Sci-Fi, Thriller",Warren Christie,Apollo 18 ,47227,1520,Andrew Airlie,0.0,"cosmonaut ,footprint ,found footage ,moon ,secret mission",http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1,323,English,USA,PG-13,5000000,2011,270.0,5.2,1.33,0,2011,224.94,5406330.5770000005,19120753.17,13714422.59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2915,Color,Mark Waters,189.0,94.0,70,497.0,Ophelia Lovibond,1000.0,68218041,"Comedy, Family, Fantasy",Madeline Carroll,Mr. Popper's Penguins ,67191,2820,Philip Baker Hall,1.0,"father ,penguin ,snowglobe ,son ,winter",http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,108,English,USA,PG,55000000,2011,549.0,6.0,1.85,14000,2011,224.94,59469636.35,73761856.19,14292219.85,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2916,Color,Jonathan Liebesman,355.0,116.0,473,464.0,Jim Parrack,833.0,83552429,"Action, Sci-Fi",Noel Fisher,Battle Los Angeles ,154955,4001,Ramon Rodriguez,0.0,"alien ,extraterrestrial ,invasion ,marine ,mission",http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1,800,English,USA,PG-13,70000000,2011,697.0,5.8,2.35,25000,2011,224.94,75688628.08,90342410.34,14653782.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2917, Black and White,Steven Spielberg,388.0,146.0,14000,979.0,Benedict Cumberbatch,25000.0,79883359,"Drama, War",Jeremy Irvine,War Horse ,116159,46726,Eddie Marsan,1.0,"barbed wire ,british ,cavalry ,horse ,world war one",http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1,488,English,USA,PG-13,66000000,2011,19000.0,7.2,2.35,28000,2011,224.94,71363563.62,86375169.27,15011605.65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2918,Color,Jennifer Yuh Nelson,284.0,90.0,90,15.0,Gary Oldman,11000.0,165230261,"Action, Adventure, Animation, Comedy, Family",Angelina Jolie Pitt,Kung Fu Panda 2 ,182718,21015,Mike Bell,0.0,"china ,kung fu ,panda ,peacock ,tigress",http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,209,English,USA,PG,150000000,2011,10000.0,7.3,2.35,20000,2011,224.94,162189917.3,178657882.5,16467965.15,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2919,Color,Steven Soderbergh,436.0,106.0,0,175.0,Monique Gabriela Curnen,13000.0,75638743,"Drama, Thriller",Matt Damon,Contagion ,180479,13634,Griffin Kane,4.0,"contagion ,cure ,infection ,panic ,virus",http://www.imdb.com/title/tt1598778/?ref_=fn_tt_tt_1,411,English,USA,PG-13,60000000,2011,240.0,6.6,1.85,42000,2011,224.94,64875966.92,81785609.82,16909642.89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2920,Color,Todd Strauss-Schulson,161.0,90.0,12,587.0,Thomas Lennon,786.0,35033759,"Adventure, Comedy",Patton Oswalt,A Very Harold & Kumar 3D Christmas ,55008,2462,Paula Garc?s,4.0,"christmas ,christmas tree ,fire ,new york city ,stoner",http://www.imdb.com/title/tt1268799/?ref_=fn_tt_tt_1,93,English,USA,R,19000000,2011,651.0,6.3,2.35,21000,2011,224.94,20544056.19,37880816.5,17336760.31,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921,Color,Phyllida Lloyd,331.0,105.0,58,583.0,Jim Broadbent,11000.0,29959436,"Biography, Drama, History",Meryl Streep,The Iron Lady ,82327,12894,Olivia Colman,1.0,"british prime minister ,female prime minister ,politics ,prime minister ,told in flashback",http://www.imdb.com/title/tt1007029/?ref_=fn_tt_tt_1,350,English,UK,PG-13,13000000,2011,1000.0,6.4,2.35,18000,2011,224.94,14056459.5,32394122.98,18337663.48,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
